#	alphatic	aromatic	postivecharge	negativecharge	uncharge
sp|Q9S7P9|SNP33_ARATH	0.3	0.043333333333333335	0.19	0.15666666666666668	0.31
sp|P38736|GOSR1_YEAST	0.31390134529147984	0.06278026905829596	0.13901345291479822	0.09417040358744394	0.3901345291479821
sp|Q5SQN1|SNP47_HUMAN	0.36637931034482757	0.05603448275862069	0.1788793103448276	0.1314655172413793	0.2672413793103448
sp|O22151|GOS12_ARATH	0.4046692607003891	0.054474708171206226	0.15953307392996108	0.1245136186770428	0.25680933852140075
sp|G5EEN8|AEX4_CAEEL	0.36324786324786323	0.038461538461538464	0.16666666666666666	0.18803418803418803	0.24358974358974358
sp|P83351|SNA29_CAEEL	0.2851985559566787	0.05054151624548736	0.1444043321299639	0.148014440433213	0.37184115523465705
sp|Q8VHI8|SEC20_RAT	0.35964912280701755	0.043859649122807015	0.16228070175438597	0.13157894736842105	0.3026315789473684
sp|Q59XP0|SEC9_CANAL	0.2679245283018868	0.05660377358490566	0.12264150943396226	0.12075471698113208	0.4320754716981132
sp|P43682|SFT1_YEAST	0.3711340206185567	0.09278350515463918	0.12371134020618557	0.08247422680412371	0.32989690721649484
sp|Q09730|SFT1_SCHPO	0.3516483516483517	0.12087912087912088	0.15384615384615385	0.08791208791208792	0.2857142857142857
sp|Q03322|TLG1_YEAST	0.36607142857142855	0.03571428571428571	0.125	0.20089285714285715	0.27232142857142855
sp|O42852|SEC20_SCHPO	0.3805309734513274	0.11061946902654868	0.12831858407079647	0.14601769911504425	0.2345132743362832
sp|P28791|SEC20_YEAST	0.34986945169712796	0.0835509138381201	0.14882506527415143	0.1462140992167102	0.27154046997389036
sp|Q94AU2|SEC22_ARATH	0.37155963302752293	0.10550458715596331	0.16055045871559634	0.12844036697247707	0.23394495412844038
sp|Q04359|SPO20_YEAST	0.2871536523929471	0.05793450881612091	0.2216624685138539	0.1486146095717884	0.28463476070528965
sp|Q9JI51|VTI1A_RAT	0.38392857142857145	0.044642857142857144	0.17410714285714285	0.16964285714285715	0.22767857142857142
sp|Q9UEU0|VTI1B_HUMAN	0.3620689655172414	0.05172413793103448	0.1896551724137931	0.14655172413793102	0.25
sp|Q6C5G0|SEC9_YARLI	0.3223684210526316	0.06578947368421052	0.13651315789473684	0.1611842105263158	0.31414473684210525
sp|Q54CK6|VTI1A_DICDI	0.35023041474654376	0.04608294930875576	0.17511520737327188	0.1152073732718894	0.31336405529953915
sp|O94531|UFE1_SCHPO	0.3542319749216301	0.05956112852664577	0.14420062695924765	0.14420062695924765	0.29780564263322884
sp|Q6FW27|YKT6_CANGA	0.35609756097560974	0.09268292682926829	0.13170731707317074	0.13658536585365855	0.28292682926829266
sp|Q9C9X5|CAP12_ARATH	0.36147757255936674	0.09234828496042216	0.1662269129287599	0.13720316622691292	0.24274406332453827
sp|Q94CG2|BET12_ARATH	0.36923076923076925	0.09230769230769231	0.2	0.14615384615384616	0.19230769230769232
sp|Q6CRX0|BOS1_KLULA	0.3588709677419355	0.0846774193548387	0.14516129032258066	0.12903225806451613	0.28225806451612906
sp|Q9P7G5|BOS1_SCHPO	0.37446808510638296	0.07659574468085106	0.1702127659574468	0.1276595744680851	0.251063829787234
sp|O13932|BET1_SCHPO	0.37606837606837606	0.06837606837606838	0.1452991452991453	0.1111111111111111	0.29914529914529914
sp|P22804|BET1_YEAST	0.39436619718309857	0.09154929577464789	0.11267605633802817	0.09859154929577464	0.3028169014084507
sp|Q09835|GOS1_SCHPO	0.3626373626373626	0.06043956043956044	0.17032967032967034	0.14285714285714285	0.26373626373626374
sp|O14222|FSV1_SCHPO	0.3441295546558704	0.04048582995951417	0.1417004048582996	0.16194331983805668	0.3117408906882591
sp|Q92356|SYB1_SCHPO	0.4380165289256198	0.049586776859504134	0.15702479338842976	0.09917355371900827	0.256198347107438
sp|P83528|STX6_CAEEL	0.39344262295081966	0.04918032786885246	0.09016393442622951	0.1885245901639344	0.2786885245901639
sp|Q54GB3|SYBB_DICDI	0.43564356435643564	0.0297029702970297	0.1485148514851485	0.04950495049504951	0.33663366336633666
sp|Q9HGN3|TLG1_SCHPO	0.4177777777777778	0.05333333333333334	0.10222222222222223	0.16	0.26666666666666666
sp|Q08144|TLG2_YEAST	0.32997481108312343	0.06801007556675064	0.15869017632241814	0.17884130982367757	0.26448362720403024
sp|O74509|VAM7_SCHPO	0.3313782991202346	0.06451612903225806	0.1495601173020528	0.11436950146627566	0.34017595307917886
sp|O70404|VAMP8_MOUSE	0.42574257425742573	0.04950495049504951	0.1485148514851485	0.1188118811881188	0.25742574257425743
sp|Q12241|VAM3_YEAST	0.2968197879858657	0.04240282685512368	0.15901060070671377	0.13074204946996468	0.3710247349823322
sp|P32912|VAM7_YEAST	0.3322784810126582	0.05379746835443038	0.18670886075949367	0.16772151898734178	0.25949367088607594
sp|P53146|USE1_YEAST	0.3469387755102041	0.09387755102040816	0.1346938775510204	0.1510204081632653	0.27346938775510204
sp|O13785|USE1_SCHPO	0.36486486486486486	0.05855855855855856	0.18018018018018017	0.13063063063063063	0.26576576576576577
sp|O48850|VA725_ARATH	0.38596491228070173	0.10877192982456141	0.14736842105263157	0.08421052631578947	0.2736842105263158
sp|P41834|UFE1_YEAST	0.3208092485549133	0.08092485549132948	0.1531791907514451	0.15895953757225434	0.2861271676300578
sp|Q9LRP1|NPS13_ARATH	0.3828996282527881	0.040892193308550186	0.15613382899628253	0.1449814126394052	0.275092936802974
