#	Schneider.lag1	Schneider.lag2	Schneider.lag3	Schneider.lag4	Schneider.lag5	gGrantham.lag1	gGrantham.lag2	gGrantham.lag3	gGrantham.lag4	gGrantham.lag5
sp|Q9S7P9|SNP33_ARATH	0.41393587625418055	0.40645837583892613	0.3868624781144782	0.3928656317567569	0.407282179661017	9699.558528428093	9704.157718120805	8708.053872053872	9036.260135135135	9891.86779661017
sp|P38736|GOSR1_YEAST	0.3322227432432433	0.339858190045249	0.32532668636363643	0.3612182191780824	0.37324235321100896	9048.301801801801	10186.190045248868	8125.727272727273	8418.844748858448	10616.651376146789
sp|Q5SQN1|SNP47_HUMAN	0.3840600518358529	0.3978631298701299	0.38451210845986966	0.3793514521739131	0.4030610871459694	9378.477321814255	9966.85064935065	10042.90021691974	9751.79347826087	9670.947712418301
sp|O22151|GOS12_ARATH	0.3752509726562498	0.379099537254902	0.3642226889763776	0.34943577470355747	0.3921809880952379	10606.4609375	10965.266666666666	9802.511811023622	8674.798418972332	11218.801587301587
sp|G5EEN8|AEX4_CAEEL	0.38293842918454923	0.41692611637931065	0.3613816796536799	0.382132395652174	0.3996079999999998	10223.068669527896	10055.176724137931	9499.471861471862	10001.739130434782	10388.886462882096
sp|P83351|SNA29_CAEEL	0.3662606739130435	0.4020859927272729	0.3272794343065695	0.2983946739926739	0.40321582720588234	8961.239130434782	9286.156363636364	8224.565693430657	7711.32967032967	9026.841911764706
sp|Q8VHI8|SEC20_RAT	0.3531741938325992	0.37611512389380547	0.3762248444444445	0.3539441651785714	0.39419359192825115	8695.581497797357	9596.46017699115	8870.773333333333	9095.49107142857	9486.887892376682
sp|Q59XP0|SEC9_CANAL	0.32334812476370467	0.327485448863636	0.3246047931688802	0.30694603802281323	0.3218985790476191	7930.455576559546	7907.041666666667	7923.297912713472	7793.1882129277565	8100.12
sp|P43682|SFT1_YEAST	0.3484075416666667	0.3805803578947368	0.3235340212765959	0.34080720430107525	0.30800921739130444	8439.979166666666	10537.61052631579	8533.010638297872	8174.462365591397	9585.141304347826
sp|Q09730|SFT1_SCHPO	0.3504203555555557	0.40703178651685384	0.32404267045454554	0.349144724137931	0.4063829418604653	8841.277777777777	10149.966292134832	7986.170454545455	8893.448275862069	10105.17441860465
sp|Q03322|TLG1_YEAST	0.34787778475336356	0.3973001216216219	0.34420849773755685	0.32620755909090937	0.3975046118721464	8797.748878923767	9445.986486486487	8772.8778280543	7824.372727272727	9748.543378995433
sp|O42852|SEC20_SCHPO	0.35189848000000024	0.4108267589285715	0.3372081838565021	0.3647368783783785	0.3963363122171949	9060.208888888888	9779.629464285714	8886.121076233183	9768.396396396396	9431.592760180996
sp|P28791|SEC20_YEAST	0.34843968586387464	0.3574225275590551	0.34641774736842107	0.35077112664907634	0.3525786269841271	9874.515706806284	10370.351706036745	9549.607894736842	8997.356200527705	10062.277777777777
sp|Q94AU2|SEC22_ARATH	0.41611816589861783	0.408551425925926	0.38701599534883735	0.3423302757009347	0.4154887934272303	9740.281105990784	9853.731481481482	9239.986046511627	9057.55140186916	9922.727699530516
sp|Q04359|SPO20_YEAST	0.412121962121212	0.4072318607594935	0.40739541878172564	0.4155920839694655	0.4100704005102043	9901.166666666666	9726.243037974684	9688.73350253807	9880.806615776082	10037.645408163266
sp|Q9JI51|VTI1A_RAT	0.42599019730941695	0.3940439864864864	0.36614195475113104	0.4100787227272728	0.3996038036529684	9081.70403587444	9212.450450450451	8880.923076923076	8259.804545454546	8910.885844748858
